-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,28,28,28,28,28,28,28,-1,-1,-1,-1,72
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
28,-1,-1,-1,-1,193,193,193,193,193,-1,-1,-1,-1,-1,72
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
28,-1,-1,-1,193,193,193,193,193,193,193,-1,-1,-1,-1,72
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
28,-1,-1,-1,193,193,193,193,193,193,193,-1,-1,-1,-1,72
28,-1,-1,-1,28,28,28,28,28,28,28,-1,-1,-1,-1,72
28,-1,-1,-1,28,28,28,28,28,28,28,-1,-1,89,91,93
28,-1,-1,-1,28,28,28,28,28,28,28,-1,-1,90,92,94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
