-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,131,132,132,133,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,134,135,135,136,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,131,132,133,-1,-1,-1,-1,-1,-1
-1,2,2,2,-1,-1,-1,134,135,136,-1,-1,-1,-1,-1,-1
-1,12,13,14,-1,-1,-1,-1,-1,-1,70,71,-1,-1,-1,-1
2,3,3,3,2,-1,-1,-1,-1,-1,72,73,-1,-1,-1,-1
13,13,4,13,13,-1,-1,-1,89,91,93,73,-1,-1,-1,-1
13,13,5,13,13,-1,-1,-1,90,92,94,73,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
